,score,episodes,avg_score
319,4.0,300,8.85
320,5.0,300,8.5
321,10.0,300,8.05
322,10.0,300,8.25
323,10.0,300,8.0
324,7.0,300,7.8
325,2.0,300,7.8
326,13.0,300,8.0
327,14.0,300,8.6
328,8.0,300,8.15
329,18.0,300,9.0
330,14.0,300,8.9
331,5.0,300,9.0
332,15.0,300,9.55
333,6.0,300,9.25
334,11.0,300,9.35
335,3.0,300,8.7
336,18.0,300,9.05
337,1.0,300,9.15
338,5.0,300,8.95
339,19.0,300,9.7
340,2.0,300,9.55
341,14.0,300,9.75
342,17.0,300,10.1
343,10.0,300,10.1
344,12.0,300,10.35
345,17.0,300,11.1
346,17.0,300,11.3
347,8.0,300,11.0
348,11.0,300,11.15
349,7.0,300,10.6
350,1.0,300,9.95
351,11.0,300,10.25
352,5.0,300,9.75
353,16.0,300,10.25
354,16.0,300,10.5
355,17.0,300,11.2
356,16.0,300,11.1
357,12.0,300,11.65
358,16.0,300,12.2
359,14.0,300,11.95
360,15.0,300,12.6
361,6.0,300,12.2
362,14.0,300,12.05
363,19.0,300,12.5
364,16.0,300,12.7
365,11.0,300,12.4
366,16.0,300,12.35
367,14.0,300,12.65
368,13.0,300,12.75
369,2.0,300,12.5
370,4.0,300,12.65
371,12.0,300,12.7
372,3.0,300,12.6
373,12.0,300,12.4
374,7.0,300,11.95
375,8.0,300,11.5
376,15.0,300,11.45
377,18.0,300,11.75
378,3.0,300,11.1
379,8.0,300,10.8
380,13.0,300,10.7
381,16.0,300,11.2
382,15.0,300,11.25
383,6.0,300,10.6
384,3.0,300,9.95
385,4.0,300,9.6
386,2.0,300,8.9
387,6.0,300,8.5
388,19.0,300,8.8
389,16.0,300,9.5
390,4.0,300,9.5
391,11.0,300,9.45
392,15.0,300,10.05
393,8.0,300,9.85
394,12.0,300,10.1
395,10.0,300,10.2
396,8.0,300,9.85
397,14.0,300,9.65
398,18.0,300,10.4
399,14.0,300,10.7
400,18.0,300,10.95
401,12.0,300,10.75
402,18.0,300,10.9
403,18.0,300,11.5
404,4.0,300,11.55
405,14.0,300,12.05
406,4.0,300,12.15
407,18.0,300,12.75
408,13.0,300,12.45
409,16.0,300,12.45
410,18.0,300,13.15
411,22.0,300,13.7
412,8.0,300,13.35
413,11.0,300,13.5
414,18.0,300,13.8
415,4.0,300,13.5
416,14.0,300,13.8
417,16.0,300,13.9
418,15.0,300,13.75
419,17.0,300,13.9
420,19.0,300,13.95
421,15.0,300,14.1
422,23.0,300,14.35
423,0.0,300,13.45
424,5.0,300,13.5
425,19.0,300,13.75
426,16.0,300,14.35
427,12.0,300,14.05
428,15.0,300,14.15
429,14.0,300,14.05
430,11.0,300,13.7
431,20.0,300,13.6
432,18.0,300,14.1
433,13.0,300,14.2
434,17.0,300,14.15
435,18.0,300,14.85
436,17.0,300,15.0
437,16.0,300,15.0
438,2.0,300,14.35
439,13.0,300,14.15
440,18.0,300,14.1
441,20.0,300,14.35
442,18.0,300,14.1
443,21.0,300,15.15
444,8.0,300,15.3
445,16.0,300,15.15
446,9.0,300,14.8
447,10.0,300,14.7
448,10.0,300,14.45
449,17.0,300,14.6
450,10.0,300,14.55
451,20.0,300,14.55
452,6.0,300,13.95
453,11.0,300,13.85
454,12.0,300,13.6
455,18.0,300,13.6
456,4.0,300,12.95
457,20.0,300,13.15
458,14.0,300,13.75
459,20.0,300,14.1
460,13.0,300,13.85
461,17.0,300,13.7
462,16.0,300,13.6
463,21.0,300,13.6
464,10.0,300,13.7
465,18.0,300,13.8
466,15.0,300,14.1
467,19.0,300,14.55
468,3.0,300,14.2
469,14.0,300,14.05
470,19.0,300,14.5
